Country,Commodity,Measure,Unit of measure,Year,Value
Switzerland,Roots and tubers,Area harvested,Hectares,2030,11.4015
Switzerland,Cottonseed,Production,Tonnes,2030,0
Thailand,Wheat,Exports,Tonnes,2015,17.9846
Thailand,Roots and tubers,Exports,Tonnes,2015,6732.4553
Thailand,Wheat,Production,Tonnes,2015,1
Thailand,Cottonseed,Area harvested,Hectares,2015,2.2927
Thailand,Cottonseed,Exports,Tonnes,2015,0.041
Thailand,Wheat,Area harvested,Hectares,2015,1
Thailand,Cottonseed,Production,Tonnes,2015,1.1886
Thailand,Roots and tubers,Production,Tonnes,2015,9733.5262
Thailand,Roots and tubers,Area harvested,Hectares,2015,1468.779
Thailand,Wheat,Exports,Tonnes,2016,15.9816
Thailand,Roots and tubers,Exports,Tonnes,2016,6775.9919
Thailand,Wheat,Production,Tonnes,2016,1
Thailand,Cottonseed,Area harvested,Hectares,2016,2.2927
Thailand,Cottonseed,Exports,Tonnes,2016,0.271
Thailand,Wheat,Area harvested,Hectares,2016,1
Thailand,Cottonseed,Production,Tonnes,2016,1.1856
Thailand,Roots and tubers,Production,Tonnes,2016,10025.532
Thailand,Roots and tubers,Area harvested,Hectares,2016,1414.449
Thailand,Wheat,Exports,Tonnes,2017,14.978
Thailand,Roots and tubers,Exports,Tonnes,2017,7049.3163
Thailand,Wheat,Production,Tonnes,2017,1.3
Thailand,Cottonseed,Area harvested,Hectares,2017,2.3042
Thailand,Cottonseed,Exports,Tonnes,2017,0.0001
Thailand,Wheat,Area harvested,Hectares,2017,1
Thailand,Cottonseed,Production,Tonnes,2017,1.1916
Thailand,Roots and tubers,Production,Tonnes,2017,10326.298
Thailand,Roots and tubers,Area harvested,Hectares,2017,1375.983
Thailand,Wheat,Exports,Tonnes,2018,13.3811
Thailand,Roots and tubers,Exports,Tonnes,2018,7374.6586
Thailand,Wheat,Production,Tonnes,2018,1.3
Thailand,Cottonseed,Area harvested,Hectares,2018,2.3042
Thailand,Cottonseed,Exports,Tonnes,2018,0.19
Thailand,Wheat,Area harvested,Hectares,2018,1
Thailand,Cottonseed,Production,Tonnes,2018,1.1975
Thailand,Roots and tubers,Production,Tonnes,2018,10636.0869
Thailand,Roots and tubers,Area harvested,Hectares,2018,1423.783
Thailand,Wheat,Exports,Tonnes,2019,15.9791
Thailand,Roots and tubers,Exports,Tonnes,2019,7584.8255
Thailand,Wheat,Production,Tonnes,2019,1
Thailand,Cottonseed,Area harvested,Hectares,2019,2.3042
Thailand,Cottonseed,Exports,Tonnes,2019,0.13
Thailand,Wheat,Area harvested,Hectares,2019,1
Thailand,Cottonseed,Production,Tonnes,2019,1.2035
Thailand,Roots and tubers,Production,Tonnes,2019,10955.1695
Thailand,Roots and tubers,Area harvested,Hectares,2019,1426.2337
Thailand,Wheat,Exports,Tonnes,2020,15.9788
Thailand,Roots and tubers,Exports,Tonnes,2020,7895.2581
Thailand,Wheat,Production,Tonnes,2020,1
Thailand,Cottonseed,Area harvested,Hectares,2020,2.3042
Thailand,Cottonseed,Exports,Tonnes,2020,0.0001
Thailand,Wheat,Area harvested,Hectares,2020,1
Thailand,Cottonseed,Production,Tonnes,2020,1.2037
Thailand,Roots and tubers,Production,Tonnes,2020,11283.8246
Thailand,Roots and tubers,Area harvested,Hectares,2020,1428.6886
Thailand,Wheat,Exports,Tonnes,2021,14.6976
Thailand,Roots and tubers,Exports,Tonnes,2021,7751.2429
Thailand,Wheat,Production,Tonnes,2021,0.0134
Thailand,Cottonseed,Area harvested,Hectares,2021,2.3321
Thailand,Cottonseed,Exports,Tonnes,2021,0.0001
Thailand,Wheat,Area harvested,Hectares,2021,0.0119
Thailand,Cottonseed,Production,Tonnes,2021,1.2434
Thailand,Roots and tubers,Production,Tonnes,2021,11209.4522
Thailand,Roots and tubers,Area harvested,Hectares,2021,1399.7422
Thailand,Wheat,Exports,Tonnes,2022,14.0275
Thailand,Roots and tubers,Exports,Tonnes,2022,7961.267
Thailand,Wheat,Production,Tonnes,2022,0.0136
Thailand,Cottonseed,Area harvested,Hectares,2022,2.3555
Thailand,Cottonseed,Exports,Tonnes,2022,0.0001
Thailand,Wheat,Area harvested,Hectares,2022,0.0119
Thailand,Cottonseed,Production,Tonnes,2022,1.2679
Thailand,Roots and tubers,Production,Tonnes,2022,11462.9627
Thailand,Roots and tubers,Area harvested,Hectares,2022,1410.2686
Thailand,Wheat,Exports,Tonnes,2023,14.1881
Thailand,Roots and tubers,Exports,Tonnes,2023,8165.1153
Thailand,Wheat,Production,Tonnes,2023,0.0177
Thailand,Cottonseed,Area harvested,Hectares,2023,2.3794
Thailand,Cottonseed,Exports,Tonnes,2023,0.0001
Thailand,Wheat,Area harvested,Hectares,2023,0.0154
Thailand,Cottonseed,Production,Tonnes,2023,1.308
Thailand,Roots and tubers,Production,Tonnes,2023,11694.1872
Thailand,Roots and tubers,Area harvested,Hectares,2023,1420.6301
Thailand,Wheat,Exports,Tonnes,2024,14.0267
Thailand,Roots and tubers,Exports,Tonnes,2024,8361.0814
Thailand,Wheat,Production,Tonnes,2024,0.0177
Thailand,Cottonseed,Area harvested,Hectares,2024,2.402
Thailand,Cottonseed,Exports,Tonnes,2024,0.0001
Thailand,Wheat,Area harvested,Hectares,2024,0.0151
Thailand,Cottonseed,Production,Tonnes,2024,1.3405
Thailand,Roots and tubers,Production,Tonnes,2024,11916.9438
Thailand,Roots and tubers,Area harvested,Hectares,2024,1429.1511
Thailand,Cottonseed,Exports,Tonnes,2025,0.0001
Thailand,Wheat,Exports,Tonnes,2025,13.8888
Thailand,Roots and tubers,Exports,Tonnes,2025,8552.7041
Thailand,Wheat,Production,Tonnes,2025,0.0142
Thailand,Cottonseed,Area harvested,Hectares,2025,2.4244
Thailand,Wheat,Area harvested,Hectares,2025,0.0119
Thailand,Cottonseed,Production,Tonnes,2025,1.3734
Thailand,Roots and tubers,Production,Tonnes,2025,12135.1206
Thailand,Roots and tubers,Area harvested,Hectares,2025,1436.5277
Thailand,Wheat,Exports,Tonnes,2026,13.5829
Thailand,Roots and tubers,Exports,Tonnes,2026,8741.0481
Thailand,Wheat,Production,Tonnes,2026,0.0144
Thailand,Cottonseed,Area harvested,Hectares,2026,2.4484
Thailand,Cottonseed,Exports,Tonnes,2026,0.0001
Thailand,Wheat,Area harvested,Hectares,2026,0.0119
Thailand,Cottonseed,Production,Tonnes,2026,1.408
Thailand,Roots and tubers,Production,Tonnes,2026,12357.2803
Thailand,Roots and tubers,Area harvested,Hectares,2026,1443.5245
Thailand,Wheat,Exports,Tonnes,2027,13.3934
Thailand,Roots and tubers,Exports,Tonnes,2027,8929.4434
Thailand,Wheat,Production,Tonnes,2027,0.0146
Thailand,Cottonseed,Area harvested,Hectares,2027,2.4744
Thailand,Cottonseed,Exports,Tonnes,2027,0.0001
Thailand,Wheat,Area harvested,Hectares,2027,0.0119
Thailand,Cottonseed,Production,Tonnes,2027,1.4445
Thailand,Roots and tubers,Production,Tonnes,2027,12574.7714
Thailand,Roots and tubers,Area harvested,Hectares,2027,1450.6395
Thailand,Wheat,Exports,Tonnes,2028,13.25
Thailand,Roots and tubers,Exports,Tonnes,2028,9128.3187
Thailand,Wheat,Production,Tonnes,2028,0.0162
Thailand,Cottonseed,Area harvested,Hectares,2028,2.5007
Thailand,Cottonseed,Exports,Tonnes,2028,0.0001
Thailand,Wheat,Area harvested,Hectares,2028,0.013
Thailand,Cottonseed,Production,Tonnes,2028,1.4821
Thailand,Roots and tubers,Production,Tonnes,2028,12806.0019
Thailand,Roots and tubers,Area harvested,Hectares,2028,1458.4046
Thailand,Wheat,Exports,Tonnes,2029,13.1066
Thailand,Roots and tubers,Exports,Tonnes,2029,9327.1789
Thailand,Wheat,Production,Tonnes,2029,0.0185
Thailand,Cottonseed,Area harvested,Hectares,2029,2.5284
Thailand,Wheat,Area harvested,Hectares,2029,0.0146
Thailand,Cottonseed,Production,Tonnes,2029,1.5214
Thailand,Roots and tubers,Production,Tonnes,2029,13034.1983
Thailand,Roots and tubers,Area harvested,Hectares,2029,1466.196
Thailand,Cottonseed,Exports,Tonnes,2029,0.0001
Thailand,Wheat,Exports,Tonnes,2030,12.98
Thailand,Roots and tubers,Exports,Tonnes,2030,9532.0791
Thailand,Wheat,Production,Tonnes,2030,0.018
Thailand,Cottonseed,Area harvested,Hectares,2030,2.5553
Thailand,Cottonseed,Exports,Tonnes,2030,0.0001
Thailand,Wheat,Area harvested,Hectares,2030,0.014
Thailand,Cottonseed,Production,Tonnes,2030,1.5613
Thailand,Roots and tubers,Production,Tonnes,2030,13273.2436
Thailand,Roots and tubers,Area harvested,Hectares,2030,1474.4259
Turkey,Cottonseed,Production,Tonnes,2015,640
Turkey,Cottonseed,Exports,Tonnes,2015,99.08
Turkey,Roots and tubers,Area harvested,Hectares,2015,153.855
Turkey,Roots and tubers,Exports,Tonnes,2015,71.2093
Turkey,Wheat,Area harvested,Hectares,2015,7867
Turkey,Wheat,Production,Tonnes,2015,22600
Turkey,Wheat,Exports,Tonnes,2015,4559.7577
Turkey,Cottonseed,Area harvested,Hectares,2015,434
Turkey,Roots and tubers,Production,Tonnes,2015,777.0278
Turkey,Cottonseed,Production,Tonnes,2016,703.0484
Turkey,Cottonseed,Exports,Tonnes,2016,99.83
Turkey,Roots and tubers,Area harvested,Hectares,2016,144.749
Turkey,Roots and tubers,Exports,Tonnes,2016,73.7619
Turkey,Wheat,Area harvested,Hectares,2016,7672
Turkey,Wheat,Production,Tonnes,2016,20600
Turkey,Wheat,Exports,Tonnes,2016,5077.0208
Turkey,Cottonseed,Area harvested,Hectares,2016,420
Turkey,Roots and tubers,Production,Tonnes,2016,770.7233
Turkey,Cottonseed,Production,Tonnes,2017,792
Turkey,Cottonseed,Exports,Tonnes,2017,105.67
Turkey,Roots and tubers,Area harvested,Hectares,2017,142.903
Turkey,Roots and tubers,Exports,Tonnes,2017,76.3933
Turkey,Wheat,Area harvested,Hectares,2017,7752
Turkey,Wheat,Production,Tonnes,2017,21500
Turkey,Wheat,Exports,Tonnes,2017,4797.2286
Turkey,Cottonseed,Area harvested,Hectares,2017,462
Turkey,Roots and tubers,Production,Tonnes,2017,764.47
Turkey,Cottonseed,Production,Tonnes,2018,976.6
Turkey,Cottonseed,Exports,Tonnes,2018,155.29
Turkey,Roots and tubers,Area harvested,Hectares,2018,135.957
Turkey,Roots and tubers,Exports,Tonnes,2018,79.1075
Turkey,Wheat,Area harvested,Hectares,2018,7764
Turkey,Wheat,Production,Tonnes,2018,20000
Turkey,Wheat,Exports,Tonnes,2018,4738.3146
Turkey,Cottonseed,Area harvested,Hectares,2018,518
Turkey,Roots and tubers,Production,Tonnes,2018,758.2673
Turkey,Cottonseed,Production,Tonnes,2019,800
Turkey,Cottonseed,Exports,Tonnes,2019,97.87
Turkey,Roots and tubers,Area harvested,Hectares,2019,138.6987
Turkey,Roots and tubers,Exports,Tonnes,2019,81.902
Turkey,Wheat,Area harvested,Hectares,2019,7729
Turkey,Wheat,Production,Tonnes,2019,19000
Turkey,Wheat,Exports,Tonnes,2019,4316.6077
Turkey,Cottonseed,Area harvested,Hectares,2019,478
Turkey,Roots and tubers,Production,Tonnes,2019,752.115
Turkey,Cottonseed,Production,Tonnes,2020,650
Turkey,Cottonseed,Exports,Tonnes,2020,92.9765
Turkey,Roots and tubers,Area harvested,Hectares,2020,141.4957
Turkey,Roots and tubers,Exports,Tonnes,2020,84.781
Turkey,Wheat,Area harvested,Hectares,2020,7748
Turkey,Wheat,Production,Tonnes,2020,20500
Turkey,Wheat,Exports,Tonnes,2020,4993.3093
Turkey,Cottonseed,Area harvested,Hectares,2020,400
Turkey,Roots and tubers,Production,Tonnes,2020,746.0127
Turkey,Cottonseed,Production,Tonnes,2021,717.6392
Turkey,Cottonseed,Exports,Tonnes,2021,100.477
Turkey,Roots and tubers,Area harvested,Hectares,2021,140.6631
Turkey,Roots and tubers,Exports,Tonnes,2021,85.3265
Turkey,Wheat,Area harvested,Hectares,2021,7759.3405
Turkey,Wheat,Production,Tonnes,2021,20663.8209
Turkey,Wheat,Exports,Tonnes,2021,5049.4005
Turkey,Cottonseed,Area harvested,Hectares,2021,402.0318
Turkey,Roots and tubers,Production,Tonnes,2021,744.8255
Turkey,Cottonseed,Production,Tonnes,2022,729.6546
Turkey,Cottonseed,Exports,Tonnes,2022,98.0454
Turkey,Roots and tubers,Area harvested,Hectares,2022,140.0978
Turkey,Roots and tubers,Exports,Tonnes,2022,85.5555
Turkey,Wheat,Area harvested,Hectares,2022,7766.0597
Turkey,Wheat,Production,Tonnes,2022,20947.1353
Turkey,Wheat,Exports,Tonnes,2022,4986.685
Turkey,Cottonseed,Area harvested,Hectares,2022,403.945
Turkey,Roots and tubers,Production,Tonnes,2022,745.8923
Turkey,Cottonseed,Production,Tonnes,2023,745.7231
Turkey,Cottonseed,Exports,Tonnes,2023,96.0079
Turkey,Roots and tubers,Area harvested,Hectares,2023,139.3691
Turkey,Roots and tubers,Exports,Tonnes,2023,85.6513
Turkey,Wheat,Area harvested,Hectares,2023,7767.1575
Turkey,Wheat,Production,Tonnes,2023,21192.3503
Turkey,Wheat,Exports,Tonnes,2023,5300.4534
Turkey,Cottonseed,Area harvested,Hectares,2023,405.9227
Turkey,Roots and tubers,Production,Tonnes,2023,744.63
Turkey,Cottonseed,Production,Tonnes,2024,758.7427
Turkey,Cottonseed,Exports,Tonnes,2024,93.7869
Turkey,Roots and tubers,Area harvested,Hectares,2024,138.609
Turkey,Roots and tubers,Exports,Tonnes,2024,86.0177
Turkey,Wheat,Area harvested,Hectares,2024,7772.0941
Turkey,Wheat,Production,Tonnes,2024,21485.883
Turkey,Wheat,Exports,Tonnes,2024,5484.6248
Turkey,Cottonseed,Area harvested,Hectares,2024,407.7138
Turkey,Roots and tubers,Production,Tonnes,2024,743.4036
Turkey,Roots and tubers,Area harvested,Hectares,2025,137.8594
Turkey,Wheat,Exports,Tonnes,2025,5600.5205
Turkey,Cottonseed,Production,Tonnes,2025,772.6901
Turkey,Cottonseed,Exports,Tonnes,2025,91.6444
Turkey,Roots and tubers,Exports,Tonnes,2025,86.4027
Turkey,Wheat,Area harvested,Hectares,2025,7773.1903
Turkey,Wheat,Production,Tonnes,2025,21770.1412
Turkey,Cottonseed,Area harvested,Hectares,2025,409.6332
Turkey,Roots and tubers,Production,Tonnes,2025,742.4015
Turkey,Cottonseed,Production,Tonnes,2026,787.4703
Turkey,Cottonseed,Exports,Tonnes,2026,89.5848
Turkey,Roots and tubers,Area harvested,Hectares,2026,137.1129
Turkey,Roots and tubers,Exports,Tonnes,2026,86.029
Turkey,Wheat,Area harvested,Hectares,2026,7775.6428
Turkey,Wheat,Production,Tonnes,2026,22094.7854
Turkey,Wheat,Exports,Tonnes,2026,5559.0394
Turkey,Cottonseed,Area harvested,Hectares,2026,411.8154
Turkey,Roots and tubers,Production,Tonnes,2026,741.7326
Turkey,Cottonseed,Production,Tonnes,2027,803.4516
Turkey,Cottonseed,Exports,Tonnes,2027,87.6822
Turkey,Roots and tubers,Area harvested,Hectares,2027,136.3342
Turkey,Roots and tubers,Exports,Tonnes,2027,85.6132
Turkey,Wheat,Area harvested,Hectares,2027,7777.7586
Turkey,Wheat,Production,Tonnes,2027,22419.7926
Turkey,Wheat,Exports,Tonnes,2027,5576.8108
Turkey,Cottonseed,Area harvested,Hectares,2027,414.3887
Turkey,Roots and tubers,Production,Tonnes,2027,740.4476
Turkey,Cottonseed,Production,Tonnes,2028,820.0284
Turkey,Cottonseed,Exports,Tonnes,2028,85.8959
Turkey,Roots and tubers,Area harvested,Hectares,2028,135.5982
Turkey,Roots and tubers,Exports,Tonnes,2028,85.3363
Turkey,Wheat,Area harvested,Hectares,2028,7779.2341
Turkey,Wheat,Production,Tonnes,2028,22745.2855
Turkey,Wheat,Exports,Tonnes,2028,5614.2492
Turkey,Cottonseed,Area harvested,Hectares,2028,417.0039
Turkey,Roots and tubers,Production,Tonnes,2028,739.7141
Turkey,Cottonseed,Production,Tonnes,2029,837.6901
Turkey,Cottonseed,Exports,Tonnes,2029,84.2176
Turkey,Roots and tubers,Exports,Tonnes,2029,85.2313
Turkey,Wheat,Area harvested,Hectares,2029,7780.4376
Turkey,Wheat,Production,Tonnes,2029,23078.2328
Turkey,Cottonseed,Area harvested,Hectares,2029,419.899
Turkey,Roots and tubers,Production,Tonnes,2029,738.7375
Turkey,Roots and tubers,Area harvested,Hectares,2029,134.8731
Turkey,Wheat,Exports,Tonnes,2029,5656.3659
Turkey,Cottonseed,Production,Tonnes,2030,855.5343
Turkey,Cottonseed,Exports,Tonnes,2030,82.549
Turkey,Roots and tubers,Area harvested,Hectares,2030,134.1811
Turkey,Roots and tubers,Exports,Tonnes,2030,85.1929
Turkey,Wheat,Area harvested,Hectares,2030,7781.1535
Turkey,Wheat,Production,Tonnes,2030,23409.0681
Turkey,Wheat,Exports,Tonnes,2030,5713.6964
Turkey,Cottonseed,Area harvested,Hectares,2030,422.6359
Turkey,Roots and tubers,Production,Tonnes,2030,738.1815
Ukraine,Wheat,Exports,Tonnes,2015,17250.8325
Ukraine,Cottonseed,Production,Tonnes,2015,0.0001
Ukraine,Wheat,Production,Tonnes,2015,26532.1
Ukraine,Roots and tubers,Exports,Tonnes,2015,3.6174
Ukraine,Roots and tubers,Area harvested,Hectares,2015,1291
Ukraine,Wheat,Area harvested,Hectares,2015,6840
Ukraine,Roots and tubers,Production,Tonnes,2015,4722.8297
Ukraine,Cottonseed,Area harvested,Hectares,2015,0.0001
Ukraine,Cottonseed,Exports,Tonnes,2015,0.0001
Ukraine,Wheat,Exports,Tonnes,2016,17959.1959
Ukraine,Cottonseed,Production,Tonnes,2016,0.0001
Ukraine,Wheat,Production,Tonnes,2016,26099
Ukraine,Roots and tubers,Exports,Tonnes,2016,3.7611
Ukraine,Roots and tubers,Area harvested,Hectares,2016,1311.6
Ukraine,Wheat,Area harvested,Hectares,2016,6206
Ukraine,Roots and tubers,Production,Tonnes,2016,4864.5146
Ukraine,Cottonseed,Area harvested,Hectares,2016,0.0001
Ukraine,Cottonseed,Exports,Tonnes,2016,0.0001
Ukraine,Wheat,Exports,Tonnes,2017,17615.8024
Ukraine,Cottonseed,Production,Tonnes,2017,0.0001
Ukraine,Wheat,Production,Tonnes,2017,26159
Ukraine,Roots and tubers,Exports,Tonnes,2017,3.9001
Ukraine,Roots and tubers,Area harvested,Hectares,2017,1323.2
Ukraine,Wheat,Area harvested,Hectares,2017,6355
Ukraine,Roots and tubers,Production,Tonnes,2017,5010.4501
Ukraine,Cottonseed,Area harvested,Hectares,2017,0.0001
Ukraine,Cottonseed,Exports,Tonnes,2017,0.0001
Ukraine,Wheat,Exports,Tonnes,2018,15803.3763
Ukraine,Cottonseed,Production,Tonnes,2018,0.0001
Ukraine,Wheat,Production,Tonnes,2018,24605.84
Ukraine,Roots and tubers,Exports,Tonnes,2018,4.0363
Ukraine,Roots and tubers,Area harvested,Hectares,2018,1319.9
Ukraine,Wheat,Area harvested,Hectares,2018,6603.9
Ukraine,Roots and tubers,Production,Tonnes,2018,5160.7636
Ukraine,Cottonseed,Area harvested,Hectares,2018,0.0001
Ukraine,Cottonseed,Exports,Tonnes,2018,0.0001
Ukraine,Wheat,Exports,Tonnes,2019,20881.2602
Ukraine,Cottonseed,Production,Tonnes,2019,0.0001
Ukraine,Wheat,Production,Tonnes,2019,28327.9
Ukraine,Roots and tubers,Exports,Tonnes,2019,4.1807
Ukraine,Roots and tubers,Area harvested,Hectares,2019,1305.8931
Ukraine,Wheat,Area harvested,Hectares,2019,6812.4
Ukraine,Roots and tubers,Production,Tonnes,2019,5315.5865
Ukraine,Cottonseed,Area harvested,Hectares,2019,0.0001
Ukraine,Cottonseed,Exports,Tonnes,2019,0.0001
Ukraine,Wheat,Exports,Tonnes,2020,16353.5777
Ukraine,Cottonseed,Production,Tonnes,2020,0.0001
Ukraine,Wheat,Production,Tonnes,2020,25100
Ukraine,Roots and tubers,Exports,Tonnes,2020,4.342
Ukraine,Roots and tubers,Area harvested,Hectares,2020,1292.0349
Ukraine,Wheat,Area harvested,Hectares,2020,6571.3
Ukraine,Roots and tubers,Production,Tonnes,2020,5475.0541
Ukraine,Cottonseed,Area harvested,Hectares,2020,0.0001
Ukraine,Cottonseed,Exports,Tonnes,2020,0.0001
Ukraine,Wheat,Exports,Tonnes,2021,20364.9624
Ukraine,Cottonseed,Production,Tonnes,2021,0.0001
Ukraine,Wheat,Production,Tonnes,2021,29029.1095
Ukraine,Roots and tubers,Exports,Tonnes,2021,4.3052
Ukraine,Roots and tubers,Area harvested,Hectares,2021,1290.5684
Ukraine,Wheat,Area harvested,Hectares,2021,6736.2143
Ukraine,Roots and tubers,Production,Tonnes,2021,5401.3016
Ukraine,Cottonseed,Area harvested,Hectares,2021,0.0001
Ukraine,Cottonseed,Exports,Tonnes,2021,0.0001
Ukraine,Wheat,Exports,Tonnes,2022,20802.7714
Ukraine,Cottonseed,Production,Tonnes,2022,0.0001
Ukraine,Wheat,Production,Tonnes,2022,29546.188
Ukraine,Roots and tubers,Exports,Tonnes,2022,4.3965
Ukraine,Roots and tubers,Area harvested,Hectares,2022,1297.8135
Ukraine,Wheat,Area harvested,Hectares,2022,6747.0708
Ukraine,Roots and tubers,Production,Tonnes,2022,5512.0324
Ukraine,Cottonseed,Area harvested,Hectares,2022,0.0001
Ukraine,Cottonseed,Exports,Tonnes,2022,0.0001
Ukraine,Wheat,Exports,Tonnes,2023,21682.6375
Ukraine,Cottonseed,Production,Tonnes,2023,0.0001
Ukraine,Wheat,Production,Tonnes,2023,30357.9911
Ukraine,Roots and tubers,Exports,Tonnes,2023,4.526
Ukraine,Roots and tubers,Area harvested,Hectares,2023,1294.0852
Ukraine,Wheat,Area harvested,Hectares,2023,6809.0009
Ukraine,Roots and tubers,Production,Tonnes,2023,5571.0317
Ukraine,Cottonseed,Area harvested,Hectares,2023,0.0001
Ukraine,Cottonseed,Exports,Tonnes,2023,0.0001
Ukraine,Wheat,Exports,Tonnes,2024,22594.6297
Ukraine,Cottonseed,Production,Tonnes,2024,0.0001
Ukraine,Wheat,Production,Tonnes,2024,31258.6985
Ukraine,Roots and tubers,Exports,Tonnes,2024,4.6389
Ukraine,Roots and tubers,Area harvested,Hectares,2024,1290.9955
Ukraine,Wheat,Area harvested,Hectares,2024,6895.2701
Ukraine,Roots and tubers,Production,Tonnes,2024,5627.5673
Ukraine,Cottonseed,Area harvested,Hectares,2024,0.0001
Ukraine,Cottonseed,Exports,Tonnes,2024,0.0001
Ukraine,Wheat,Exports,Tonnes,2025,23307.1953
Ukraine,Cottonseed,Production,Tonnes,2025,0.0001
Ukraine,Wheat,Production,Tonnes,2025,31948.4704
Ukraine,Roots and tubers,Exports,Tonnes,2025,4.7528
Ukraine,Roots and tubers,Area harvested,Hectares,2025,1287.4718
Ukraine,Wheat,Area harvested,Hectares,2025,6934.553
Ukraine,Roots and tubers,Production,Tonnes,2025,5683.1683
Ukraine,Cottonseed,Area harvested,Hectares,2025,0.0001
Ukraine,Cottonseed,Exports,Tonnes,2025,0.0001
Ukraine,Wheat,Exports,Tonnes,2026,24096.6789
Ukraine,Cottonseed,Production,Tonnes,2026,0.0001
